token	section	subcategory	specific	suppress
and tortoise shell	Organic	Shell + pearl	Tortoise shell	false
and tortoiseshell	Other	""	""	false
and tortoiseshell sticks	Other	""	""	false
and tortoiseshell sticks and ring	Other	""	""	false
and touches of graphite on cream antique laid paper (recto)	Ink + drawing	Pencil + graphite	Graphite	false
and traces of black chalk on laid paper	Ink + drawing	Chalk + crayon	Chalk	false
and traces of lime	Other	""	""	false
and traces of mica (triptych)	Other	""	""	false
and traces of paint	Paint + pigment	Paint	""	false
and transaction detritus 45 rpm record and sleeve (to be claime via mail)	Other	""	""	false
and tulipwood	Other	""	""	false
and tulle	Textiles + fiber	Other woven textiles	Tulle	false
and tulle netting	Textiles + fiber	Other woven textiles	Tulle	false
and turkey work stitches)	Other	""	""	false
and turpentine wash on strathmore paper	Paint + pigment	Watercolour + wash	Wash	false
and turpentine wash on two sheets of paper	Paint + pigment	Watercolour + wash	Wash	false
and turquoise	Stone	Gemstone	Turquoise	false
and twine	Textiles + fiber	Yarn + thread	Twine	false
and two interleaved drawing studies	Ink + drawing	Drawing	""	false
and two pages with table of contents	Other	""	""	false
and two plates with table of contents ( fifty plates printed two to a sheet	Other	""	""	false
and two-sided line stitches)	Other	""	""	false
and uncounted wood engravings	Prints	Wood engraving	""	false
and unidentified printing techniques	Other	""	""	false
and uv inkjet print on silk and cotton sari fabric on linen	Textiles + fiber	Cotton	""	false
and vacuum cleaner parts	Other	""	""	false
and valenciennes lace	Textiles + fiber	Lace	Valenciennes lace	false
and valenciennes type lace	Textiles + fiber	Lace	""	false
and varnish	Other	""	""	false
and varnished bone	Organic	Ivory + bone	Bone	false
and vegetable basketry	Other	""	""	false
and vegetable fiber	Textiles + fiber	Fiber	""	false
and velvet	Textiles + fiber	Other woven textiles	Velvet	false
and velvet ribbon	Textiles + fiber	Other woven textiles	Velvet	false
and velvet-stripe brocade	Textiles + fiber	Other woven textiles	Velvet	false
and venise)	Other	""	""	false
and verde antico marble top	Stone	Marble	""	false
and vinyl closure with white metal alloy buckle and grommets	Metal	""	""	false
and vinyl paint on canvas	Paint + pigment	Paint	""	false
and viscose blend net	Textiles + fiber	Other woven textiles	Net	false
and viscose blend taffeta with cutwork and quilting	Textiles + fiber	Other woven textiles	Taffeta	false
and viscosity printing	Other	""	""	false
and vodka	Other	""	""	false
and vodka and blood on chine collé	Prints	Other technique	Chine collé	false
and vol. 3: 8 etchings by joan miro	Prints	Etching	""	false
and walnut wood	Organic	Wood + plant	Walnut	false
and wash	Paint + pigment	Watercolour + wash	Wash	false
and wash on brown wove paper	Paint + pigment	Watercolour + wash	Wash	false
and wash on brown wove paper v: brush	Paint + pigment	Watercolour + wash	Wash	false
and wash on laid paper mounted to heavier sheet	Paint + pigment	Watercolour + wash	Wash	false
and wash on paper	Paint + pigment	Watercolour + wash	Wash	false
and wash on wove paper	Paint + pigment	Watercolour + wash	Wash	false
and wash v: graphite	Ink + drawing	Pencil + graphite	Graphite	false
and watercolor	Paint + pigment	Watercolour + wash	Watercolor	false
and watercolor (applied by tony morse) on arches 88 paper	Paint + pigment	Watercolour + wash	Watercolor	false
and watercolor (recto)	Paint + pigment	Watercolour + wash	Watercolor	false
and watercolor on illustration board	Paint + pigment	Watercolour + wash	Watercolor	false
and watercolor on laid paper	Paint + pigment	Watercolour + wash	Watercolor	false
and watercolor on paper	Paint + pigment	Watercolour + wash	Watercolor	false
and watercolor on paper with a botanical pressing	Paint + pigment	Watercolour + wash	Watercolor	false
and watercolor on strathmore paper	Paint + pigment	Watercolour + wash	Watercolor	false
and watercolor on wove paper mounted to heavier sheet	Paint + pigment	Watercolour + wash	Watercolor	false
and watercolor over graphite on wove paper	Ink + drawing	Pencil + graphite	Graphite	false
and watercolor wash over graphite	Paint + pigment	Watercolour + wash	Wash	false
and wax flowers	Other	""	""	false
and wax flowers wedding train: silk lame	Textiles + fiber	Silk	""	false
and wax pencil on paper	Ink + drawing	Pencil + graphite	Pencil	false
and waxed and flocked paper stamen	Paper + parchment	Paper	""	false
and whipped stem stitches)	Other	""	""	false
and white alloy metal zipper and snap	Metal	""	""	false
and white chalk and metallic paint on blue paper discolored to green	Paint + pigment	Paint	""	false
and white chalk on paper	Ink + drawing	Chalk + crayon	Chalk	false
and white chalk on thin laid paper mounted to a heavier sheet	Ink + drawing	Chalk + crayon	Chalk	false
and white chalk or white opaque watercolor on faded blue laid paper	Paint + pigment	Watercolour + wash	Watercolor	false
and white chalks on blue laid paper	Ink + drawing	Chalk + crayon	Chalk	false
and white chalks over black chalk on paper	Ink + drawing	Chalk + crayon	Chalk	false
and white gloves	Other	""	""	false
and white gouache on cream antique laid paper	Paint + pigment	Gouache + tempera	Gouache	false
and white gouache on wove paper	Paint + pigment	Gouache + tempera	Gouache	false
and white metal alloy and enameled buckle with rhinestones	Textiles + fiber	Trimmings	Rhinestone	false
and white metal alloy buckle	Metal	""	""	false
and white metal alloy buckle with rhinestones and imitation aquamarines	Textiles + fiber	Trimmings	Rhinestone	false
and white metal alloy double-c zipper pull with glass rhinestones	Textiles + fiber	Trimmings	Rhinestone	false
and white metal alloy zipper	Metal	""	""	false
and white opaque watercolor	Paint + pigment	Watercolour + wash	Watercolor	false
and white opaque watercolor on laid paper laid to another sheet with the verso remaining uncovered	Paint + pigment	Watercolour + wash	Watercolor	false
and white opaque watercolor on laid paper mounted to a heavier sheet	Paint + pigment	Watercolour + wash	Watercolor	false
and white opaque watercolor over red chalk on laid paper mounted to a heavier sheet	Paint + pigment	Watercolour + wash	Watercolor	false
and white opaque watercolor over red crayon on laid paper	Paint + pigment	Watercolour + wash	Watercolor	false
and white pine	Other	""	""	false
and whitework	Other	""	""	false
and wire	Metal	Wire	""	false
and with 98 wood engravings	Prints	Wood engraving	""	false
and with a monogram (dlma) in a cartouche at the bottom.	Other	""	""	false
and wood	Organic	Wood + plant	Wood	false
and wood carving on panel	Organic	Wood + plant	Wood	false
and wood easels	Organic	Wood + plant	Wood	false
and woodcut	Prints	Woodcut	""	false
and wooden base	Other	""	""	false
and wool	Textiles + fiber	Wool	""	false
and wool thread	Textiles + fiber	Yarn + thread	Thread	false
and wool yarn tassels	Textiles + fiber	Trimmings	Tassel	false
and xerography on a variety of papers	Other	""	""	false
and xerox toner and steel wool burnishing on chine colle pages from a book	Textiles + fiber	Wool	""	false
and xerox toner and steel wool burnishing on xerograph on chine collé	Textiles + fiber	Wool	""	false
and xerox toner and steel wool burnishing on xerograph printed in black and gray on chine collé	Textiles + fiber	Wool	""	false
and yarn	Textiles + fiber	Yarn + thread	Yarn	false
and yellow	""	""	""	true
and yellow marble	""	""	""	true
and zigzag stitches)	Other	""	""	false
andesite	Other	""	""	false
andesite stone	Stone	""	""	false
andre bacz	Other	""	""	false
andre verdet	Other	""	""	false
angel skin coral egg	Other	""	""	false
angora	Other	""	""	false
angora jersey	Other	""	""	false
aniline dye	Other	""	""	false
aniline dyes	Other	""	""	false
animal blood	Other	""	""	false
animal bones	Organic	Ivory + bone	Bone	false
animal cages	Other	""	""	false
animal claws	Other	""	""	false
animal fur	Organic	Hair, fur + feather	Fur	false
animal hair	Organic	Hair, fur + feather	Hair	false
animal hide	Organic	Leather + hide	Hide	false
animal horn (goat or deer)	Organic	Horn, gut + sinew	Horn	false
animal horns	Organic	Horn, gut + sinew	Horn	false
animal skin	Other	""	""	false
animal skin (possibly seal)	Other	""	""	false
animal skin with head	Other	""	""	false
animal teeth	Other	""	""	false
ankle ties	Other	""	""	false
anodized aluminum	Other	""	""	false
antelope (?) hide and fur	Organic	Leather + hide	Hide	false
antelope horn	Organic	Horn, gut + sinew	Horn	false
antelope skin	Other	""	""	false
antique egyptian green serpentine porphyry and gilt bronze	""	""	""	true
antler	Other	""	""	false
antler and pigment	Paint + pigment	Pigment	""	false
antlers	Other	""	""	false
ap wirephoto	Other	""	""	false
aplaca	Other	""	""	false
applecores	Other	""	""	false
appled hammered metal sheets	Metal	""	""	false
appleton greenmoor sandstone	Stone	Hardstone	Sandstone	false
applied	Other	""	""	false
applied accessory objects	Other	""	""	false
applied accessory objects and tassels	Textiles + fiber	Trimmings	Tassel	false
applied accessory objects me(headband)	Other	""	""	false
applied accessory objects. tunic: plain weave (strip weaving)	Textiles + fiber	Weaving	Plain weave	false
applied beads and faux stones	Other	""	""	false
applied beads and pearls	Other	""	""	false
applied braid	Other	""	""	false
applied braid (inner and outer border)	Other	""	""	false
applied braid and fringe	Textiles + fiber	Trimmings	Fringe	false
applied braid trim	Other	""	""	false
applied brass disk	Metal	Brass	""	false
applied colors and gilding	Metal	Gilt + gold leaf	Gilding	false
applied cordage and tassels	Textiles + fiber	Trimmings	Tassel	false
applied cotton fringe	Textiles + fiber	Cotton	""	false
applied cowrie shells	Organic	Shell + pearl	Cowrie shell	false
applied crystal and milk glass beads	Textiles + fiber	Trimmings	Bead	false
applied edges of warp-faced plain weave	Textiles + fiber	Weaving	Plain weave	false
applied embroidered panels	Textiles + fiber	Embroidery	""	false
applied embroidery	Textiles + fiber	Embroidery	""	false
applied fabric fringe	Textiles + fiber	Other woven textiles	Fabric	false
applied felt badges	Textiles + fiber	Other woven textiles	Felt	false
applied flower of synthetic plain weave with 4-1 spacing	Inorganic	Synthetic	""	false
applied fring	Other	""	""	false
applied fringe	Textiles + fiber	Trimmings	Fringe	false
applied galloon	Other	""	""	false
applied glass beads	Textiles + fiber	Trimmings	Bead	false
applied glass stones and beads	Glass	""	""	false
applied gold (prada)	Metal	Gold	""	false
applied gold leaf	Metal	Applied gold leaf	""	false
applied gold metal	Metal	""	""	false
applied gold paint	Paint + pigment	Paint	""	false
applied gold paste	Metal	Gold	""	false
applied gold sequins and beads	Textiles + fiber	Trimmings	Sequin	false
applied green silk strips	""	""	""	true
applied hand cut and laser cut paper	Paper + parchment	Paper	""	false
applied jewels	Other	""	""	false
applied leather with plastic sequins and faceted glass beads	Textiles + fiber	Trimmings	Bead	false
applied metal	Metal	""	""	false
applied metal disks	Metal	""	""	false
applied mica pieces	Other	""	""	false
applied mirrors	Other	""	""	false
applied mirrors and tassels	Textiles + fiber	Trimmings	Tassel	false
applied mother-of-pearl buttons	Organic	Shell + pearl	Mother-of-pearl	false
applied objects	Other	""	""	false
applied on cardboard	Paper + parchment	Paper	Cardboard	false
applied plaiting (bear's fur	Organic	Hair, fur + feather	Fur	false
applied pom-poms	Other	""	""	false
applied pompoms	Other	""	""	false
applied ribbon	Textiles + fiber	Trimmings	Ribbon	false
applied ribbon and lace	Textiles + fiber	Trimmings	Ribbon	false
applied ribbon and lace trim	Textiles + fiber	Trimmings	Ribbon	false
applied ribbon trim	Textiles + fiber	Trimmings	Ribbon	false
applied rosette of glass and metal beads	Glass	""	""	false
applied sequins	Textiles + fiber	Trimmings	Sequin	false
applied sequins and bugle beads	Textiles + fiber	Trimmings	Sequin	false
applied shell buttons	Organic	Shell + pearl	Shell	false
applied shells	Organic	Shell + pearl	Shell	false
applied silk braid	Textiles + fiber	Silk	""	false
applied silk ribbon and pewter pin	Textiles + fiber	Trimmings	Ribbon	false
applied silver sequins	Textiles + fiber	Trimmings	Sequin	false
applied tassel	Textiles + fiber	Trimmings	Tassel	false
applied tassels	Textiles + fiber	Trimmings	Tassel	false
applied tassels and coiled elements	Textiles + fiber	Trimmings	Tassel	false
applied ties	Other	""	""	false
applied trade beads	Textiles + fiber	Trimmings	Bead	false
applied trade beads and conus shells	Other	""	""	false
applied trade beads and silver coins	Metal	Silver	""	false
applied trim	Other	""	""	false
applied trim of faceted glass	Glass	""	""	false
applied velvet binding	Textiles + fiber	Other woven textiles	Velvet	false
applied vinyl stars	Other	""	""	false
appliedaccessory objects	Other	""	""	false
applique	Other	""	""	false
applique (over a basketry form?)	Other	""	""	false
applique and embroidery on net	Textiles + fiber	Embroidery	""	false
applique and reverse applique	Other	""	""	false
applique borders	Other	""	""	false
applique linen	Textiles + fiber	Other woven textiles	Linen	false
appliqued	Other	""	""	false
appliqued and quilted	Other	""	""	false
appliqued beads	Other	""	""	false
appliqued with organza flowers	Other	""	""	false
appliqué	Other	""	""	false
appliqué (whip stitches)	Other	""	""	false
appliqué and reverese appliqué	Other	""	""	false
appliqué with studs	Other	""	""	false
appliquéd	Other	""	""	false
appliquéd and quilted	Other	""	""	false
appliquéd corduroy	Other	""	""	false
appliquéd leather	Organic	Leather + hide	Leather	false
appliquéd leather with pelt	Organic	Leather + hide	Leather	false
appliquéd leaves of embroidered chenille thread (satin stitch)	Textiles + fiber	Trimmings	Chenille	false
appliquéd rosettes of printed silk plain weave	Textiles + fiber	Silk	""	false
